who,id,alg_name,alg_type,val,sd
kids, 8, ][(), Other, 0.005383, 0.014898
kids, 8, CC[(, Other, 0.005345, 0.014033
kids, 8, ])[(, Other, 0.005634, 0.013404
kids, 8, OCCO, Other, 0.018291, 0.039885
kids, 8, )]([, Other, 0.005908, 0.015043
kids, 8, [C(M, Other, 0.012565, 0.026674
kids, 8, ])OO, Other, 0.005488, 0.014730
kids, 8, ()][, Other, 0.035995, 0.049633
kids, 8, [)(], Other, 0.042692, 0.050760
kids, 8, )[](, Other, 0.005308, 0.014060
kids, 8, OO]), Crossing, 0.018686, 0.030647
kids, 8, ]([), Other, 0.014894, 0.028359
kids, 8, )OO], Other, 0.010299, 0.022654
kids, 8, C([M, Other, 0.019595, 0.034716
kids, 8, OMCO, Other, 0.014672, 0.028709
kids, 8, OOCM, Crossing, 0.019397, 0.034287
kids, 8, ([]), Recursive, 0.066789, 0.059651
kids, 8, ]O)O, Other, 0.044179, 0.062531
kids, 8, ])([, Other, 0.006596, 0.015705
kids, 8, COOC, Other, 0.008975, 0.022262
kids, 8, O]O), Other, 0.010935, 0.022835
kids, 8, )(][, Other, 0.033425, 0.045080
kids, 8, OO)], Crossing, 0.027018, 0.041692
kids, 8, COCO, Other, 0.030438, 0.058213
kids, 8, [](), Tail, 0.006951, 0.016674
kids, 8, CCOO, Other, 0.006213, 0.014455
kids, 8, [(CM, Crossing, 0.010576, 0.020256
kids, 8, CC([, Other, 0.005698, 0.013888
kids, 8, )([], Other, 0.015399, 0.027789
kids, 8, )[(], Other, 0.004862, 0.013221
kids, 8, [])(, Other, 0.005164, 0.012792
kids, 8, OMOM, Tail, 0.005235, 0.013691
kids, 8, OOMM, Recursive, 0.035163, 0.044088
kids, 8, (CC[, Other, 0.026207, 0.045278
kids, 8, ][)(, Other, 0.044774, 0.056766
kids, 8, (])[, Other, 0.016124, 0.027331
kids, 8, [CC(, Other, 0.008257, 0.019395
kids, 8, [(]), Other, 0.008207, 0.019359
kids, 8, O)O], Other, 0.017811, 0.035734
kids, 8, O)]O, Other, 0.026181, 0.048032
kids, 8, C[(M, Other, 0.005140, 0.014033
kids, 8, (C[M, Other, 0.010562, 0.022645
kids, 8, )][(, Other, 0.004895, 0.012766
kids, 8, ([)], Other, 0.030411, 0.042942
kids, 8, [()], Recursive, 0.041583, 0.041125
kids, 8, O])O, Other, 0.007595, 0.018604
kids, 8, ()[], Tail, 0.008315, 0.017835
kids, 8, ]()[, Other, 0.015301, 0.027627
kids, 8, (][), Other, 0.013711, 0.026398
kids, 8, [)](, Other, 0.011510, 0.023677
kids, 8, ([CM, Crossing, 0.050225, 0.064976
kids, 8, ]OO), Other, 0.008277, 0.020097
kids, 8, )]OO, Other, 0.005510, 0.016080
kids, 8, C(C[, Other, 0.029206, 0.048188
kids, 9, C[C(, Other, 0.004850, 0.011264
kids, 9, OCOM, Other, 0.006654, 0.014367
kids, 9, )O]O, Other, 0.004684, 0.011917
kids, 9, ][(), Other, 0.004786, 0.012854
kids, 9, CC[(, Other, 0.004919, 0.012314
kids, 9, ])[(, Other, 0.004502, 0.012077
kids, 9, OCCO, Other, 0.005297, 0.012946
kids, 9, )]([, Other, 0.004145, 0.010959
kids, 9, [C(M, Other, 0.005345, 0.013168
kids, 9, ])OO, Other, 0.003335, 0.010029
kids, 9, ()][, Other, 0.008023, 0.016236
kids, 9, [)(], Other, 0.005957, 0.013137
kids, 9, )[](, Other, 0.004499, 0.012522
kids, 9, OO]), Crossing, 0.042589, 0.058985
kids, 9, ]([), Other, 0.005502, 0.011956
kids, 9, )OO], Other, 0.006321, 0.015583
kids, 9, C([M, Other, 0.004504, 0.011000
kids, 9, OMCO, Other, 0.006356, 0.014290
kids, 9, OOCM, Crossing, 0.042007, 0.073834
kids, 9, ([]), Recursive, 0.200662, 0.119210
kids, 9, ]O)O, Other, 0.004966, 0.012297
kids, 9, ])([, Other, 0.005664, 0.013421
kids, 9, COOC, Other, 0.005013, 0.013298
kids, 9, O]O), Other, 0.005006, 0.012662
kids, 9, )(][, Other, 0.006496, 0.014594
kids, 9, OO)], Crossing, 0.043721, 0.069948
kids, 9, COCO, Other, 0.004889, 0.013969
kids, 9, [](), Tail, 0.005613, 0.012971
kids, 9, CCOO, Other, 0.005488, 0.013382
kids, 9, [(CM, Crossing, 0.020606, 0.034937
kids, 9, CC([, Other, 0.005490, 0.013475
kids, 9, )([], Other, 0.006334, 0.015346
kids, 9, )[(], Other, 0.004712, 0.012092
kids, 9, [])(, Other, 0.004609, 0.012410
kids, 9, OMOM, Tail, 0.004972, 0.012988
kids, 9, OOMM, Recursive, 0.065554, 0.078183
kids, 9, (CC[, Other, 0.004725, 0.011976
kids, 9, ][)(, Other, 0.004102, 0.010732
kids, 9, (])[, Other, 0.005529, 0.013651
kids, 9, [CC(, Other, 0.003952, 0.011178
kids, 9, [(]), Other, 0.011669, 0.023260
kids, 9, O)O], Other, 0.006186, 0.013930
kids, 9, O)]O, Other, 0.004939, 0.012515
kids, 9, C[(M, Other, 0.004754, 0.012903
kids, 9, (C[M, Other, 0.005535, 0.013360
kids, 9, )][(, Other, 0.006235, 0.014607
kids, 9, ([)], Other, 0.060154, 0.081205
kids, 9, [()], Recursive, 0.062294, 0.051955
kids, 9, O])O, Other, 0.005741, 0.015246
kids, 9, ()[], Tail, 0.006255, 0.015096
kids, 9, ]()[, Other, 0.005381, 0.013222
kids, 9, (][), Other, 0.004981, 0.013448
kids, 9, [)](, Other, 0.005184, 0.015562
kids, 9, ([CM, Crossing, 0.204082, 0.165589
kids, 9, ]OO), Other, 0.005061, 0.012269
kids, 9, )]OO, Other, 0.003608, 0.010275
kids, 9, C(C[, Other, 0.005562, 0.013094
kids, 10, C[C(, Other, 0.004806, 0.011847
kids, 10, OCOM, Other, 0.005511, 0.013671
kids, 10, )O]O, Other, 0.004934, 0.012410
kids, 10, ][(), Other, 0.004333, 0.012200
kids, 10, CC[(, Other, 0.004717, 0.012601
kids, 10, ])[(, Other, 0.004222, 0.011238
kids, 10, OCCO, Other, 0.004895, 0.012386
kids, 10, )]([, Other, 0.004293, 0.010480
kids, 10, [C(M, Other, 0.005943, 0.015196
kids, 10, ])OO, Other, 0.004360, 0.010482
kids, 10, ()][, Other, 0.007812, 0.014888
kids, 10, [)(], Other, 0.005046, 0.012904
kids, 10, )[](, Other, 0.005105, 0.013214
kids, 10, OO]), Crossing, 0.024652, 0.040563
kids, 10, ]([), Other, 0.004074, 0.010637
kids, 10, )OO], Other, 0.005003, 0.013558
kids, 10, C([M, Other, 0.004728, 0.011786
kids, 10, OMCO, Other, 0.005363, 0.012998
kids, 10, OOCM, Crossing, 0.020617, 0.039506
kids, 10, ([]), Recursive, 0.361267, 0.136891
kids, 10, ]O)O, Other, 0.003915, 0.010639
kids, 10, ])([, Other, 0.005397, 0.013404
kids, 10, COOC, Other, 0.004331, 0.012207
kids, 10, O]O), Other, 0.005866, 0.012659
kids, 10, )(][, Other, 0.005906, 0.013866
kids, 10, OO)], Crossing, 0.026053, 0.041362
kids, 10, COCO, Other, 0.005629, 0.014470
kids, 10, [](), Tail, 0.005538, 0.012680
kids, 10, CCOO, Other, 0.005688, 0.013926
kids, 10, [(CM, Crossing, 0.012517, 0.022992
kids, 10, CC([, Other, 0.005731, 0.013969
kids, 10, )([], Other, 0.004927, 0.012224
kids, 10, )[(], Other, 0.004178, 0.010102
kids, 10, [])(, Other, 0.004838, 0.013018
kids, 10, OMOM, Tail, 0.004751, 0.011781
kids, 10, OOMM, Recursive, 0.135009, 0.150063
kids, 10, (CC[, Other, 0.005399, 0.013222
kids, 10, ][)(, Other, 0.005741, 0.013748
kids, 10, (])[, Other, 0.006204, 0.014339
kids, 10, [CC(, Other, 0.005179, 0.013532
kids, 10, [(]), Other, 0.007689, 0.015282
kids, 10, O)O], Other, 0.005046, 0.012260
kids, 10, O)]O, Other, 0.004794, 0.011238
kids, 10, C[(M, Other, 0.004491, 0.010648
kids, 10, (C[M, Other, 0.005007, 0.015256
kids, 10, )][(, Other, 0.004436, 0.013113
kids, 10, ([)], Other, 0.014286, 0.024267
kids, 10, [()], Recursive, 0.116454, 0.083430
kids, 10, O])O, Other, 0.003873, 0.010921
kids, 10, ()[], Tail, 0.005682, 0.013533
kids, 10, ]()[, Other, 0.005382, 0.013055
kids, 10, (][), Other, 0.005299, 0.013061
kids, 10, [)](, Other, 0.004934, 0.012080
kids, 10, ([CM, Crossing, 0.043977, 0.063625
kids, 10, ]OO), Other, 0.004036, 0.010461
kids, 10, )]OO, Other, 0.003717, 0.010712
kids, 10, C(C[, Other, 0.006415, 0.012993
kids, 11, C[C(, Other, 0.009420, 0.021719
kids, 11, OCOM, Other, 0.022031, 0.047226
kids, 11, )O]O, Other, 0.022807, 0.038833
kids, 11, ][(), Other, 0.003897, 0.011559
kids, 11, CC[(, Other, 0.005170, 0.013873
kids, 11, ])[(, Other, 0.005972, 0.014670
kids, 11, OCCO, Other, 0.008159, 0.018944
kids, 11, )]([, Other, 0.014635, 0.027514
kids, 11, [C(M, Other, 0.035861, 0.056357
kids, 11, ])OO, Other, 0.013524, 0.029972
kids, 11, ()][, Other, 0.008651, 0.017566
kids, 11, [)(], Other, 0.051682, 0.062065
kids, 11, )[](, Other, 0.013668, 0.026889
kids, 11, OO]), Crossing, 0.044932, 0.061236
kids, 11, ]([), Other, 0.015468, 0.030596
kids, 11, )OO], Other, 0.005360, 0.012761
kids, 11, C([M, Other, 0.011078, 0.023970
kids, 11, OMCO, Other, 0.007176, 0.015086
kids, 11, OOCM, Crossing, 0.023215, 0.040520
kids, 11, ([]), Recursive, 0.064195, 0.057502
kids, 11, ]O)O, Other, 0.008134, 0.017013
kids, 11, ])([, Other, 0.035161, 0.046024
kids, 11, COOC, Other, 0.007824, 0.018984
kids, 11, O]O), Other, 0.010734, 0.024964
kids, 11, )(][, Other, 0.013244, 0.025957
kids, 11, OO)], Crossing, 0.013486, 0.022841
kids, 11, COCO, Other, 0.011126, 0.024587
kids, 11, [](), Tail, 0.012114, 0.025710
kids, 11, CCOO, Other, 0.013669, 0.032651
kids, 11, [(CM, Crossing, 0.037107, 0.052709
kids, 11, CC([, Other, 0.033109, 0.050892
kids, 11, )([], Other, 0.007923, 0.018539
kids, 11, )[(], Other, 0.005523, 0.013676
kids, 11, [])(, Other, 0.005360, 0.015365
kids, 11, OMOM, Tail, 0.021639, 0.043467
kids, 11, OOMM, Recursive, 0.041701, 0.050808
kids, 11, (CC[, Other, 0.008066, 0.022195
kids, 11, ][)(, Other, 0.005506, 0.014347
kids, 11, (])[, Other, 0.019302, 0.031843
kids, 11, [CC(, Other, 0.005431, 0.014723
kids, 11, [(]), Other, 0.027516, 0.042667
kids, 11, O)O], Other, 0.066130, 0.081005
kids, 11, O)]O, Other, 0.005202, 0.013660
kids, 11, C[(M, Other, 0.005562, 0.014537
kids, 11, (C[M, Other, 0.011646, 0.026191
kids, 11, )][(, Other, 0.005932, 0.015286
kids, 11, ([)], Other, 0.008929, 0.017266
kids, 11, [()], Recursive, 0.057337, 0.050200
kids, 11, O])O, Other, 0.009306, 0.023564
kids, 11, ()[], Tail, 0.029782, 0.043280
kids, 11, ]()[, Other, 0.006886, 0.017320
kids, 11, (][), Other, 0.005578, 0.013744
kids, 11, [)](, Other, 0.006154, 0.014658
kids, 11, ([CM, Crossing, 0.024186, 0.037839
kids, 11, ]OO), Other, 0.008966, 0.021013
kids, 11, )]OO, Other, 0.006125, 0.017985
kids, 11, C(C[, Other, 0.011703, 0.023951
kids, 12, C[C(, Other, 0.005352, 0.013067
kids, 12, OCOM, Other, 0.012300, 0.027070
kids, 12, )O]O, Other, 0.005508, 0.012877
kids, 12, ][(), Other, 0.002956, 0.010108
kids, 12, CC[(, Other, 0.003878, 0.011029
kids, 12, ])[(, Other, 0.005429, 0.013133
kids, 12, OCCO, Other, 0.006156, 0.015748
kids, 12, )]([, Other, 0.004967, 0.013020
kids, 12, [C(M, Other, 0.006426, 0.015263
kids, 12, ])OO, Other, 0.005169, 0.012923
kids, 12, ()][, Other, 0.007674, 0.016161
kids, 12, [)(], Other, 0.006121, 0.013572
kids, 12, )[](, Other, 0.004536, 0.012031
kids, 12, OO]), Crossing, 0.024269, 0.042681
kids, 12, ]([), Other, 0.005216, 0.013052
kids, 12, )OO], Other, 0.005567, 0.013298
kids, 12, C([M, Other, 0.005627, 0.014060
kids, 12, OMCO, Other, 0.006073, 0.013983
kids, 12, OOCM, Crossing, 0.016487, 0.032036
kids, 12, ([]), Recursive, 0.298223, 0.128455
kids, 12, ]O)O, Other, 0.004677, 0.011475
kids, 12, ])([, Other, 0.006414, 0.016124
kids, 12, COOC, Other, 0.004719, 0.011940
kids, 12, O]O), Other, 0.009433, 0.020447
kids, 12, )(][, Other, 0.007079, 0.015337
kids, 12, OO)], Crossing, 0.017051, 0.032035
kids, 12, COCO, Other, 0.005395, 0.013202
kids, 12, [](), Tail, 0.006609, 0.014528
kids, 12, CCOO, Other, 0.004887, 0.012618
kids, 12, [(CM, Crossing, 0.019851, 0.033234
kids, 12, CC([, Other, 0.005828, 0.012417
kids, 12, )([], Other, 0.007460, 0.016719
kids, 12, )[(], Other, 0.005092, 0.013809
kids, 12, [])(, Other, 0.004102, 0.011527
kids, 12, OMOM, Tail, 0.011448, 0.025998
kids, 12, OOMM, Recursive, 0.141044, 0.148317
kids, 12, (CC[, Other, 0.004568, 0.012772
kids, 12, ][)(, Other, 0.004868, 0.012429
kids, 12, (])[, Other, 0.005592, 0.013312
kids, 12, [CC(, Other, 0.004638, 0.012059
kids, 12, [(]), Other, 0.008191, 0.016275
kids, 12, O)O], Other, 0.012658, 0.028703
kids, 12, O)]O, Other, 0.005030, 0.013265
kids, 12, C[(M, Other, 0.004723, 0.012477
kids, 12, (C[M, Other, 0.027287, 0.042963
kids, 12, )][(, Other, 0.004325, 0.010096
kids, 12, ([)], Other, 0.008434, 0.017823
kids, 12, [()], Recursive, 0.120481, 0.083690
kids, 12, O])O, Other, 0.004469, 0.011543
kids, 12, ()[], Tail, 0.023199, 0.035371
kids, 12, ]()[, Other, 0.005462, 0.012989
kids, 12, (][), Other, 0.011594, 0.024077
kids, 12, [)](, Other, 0.004534, 0.011153
kids, 12, ([CM, Crossing, 0.025626, 0.041239
kids, 12, ]OO), Other, 0.004530, 0.012780
kids, 12, )]OO, Other, 0.003950, 0.010974
kids, 12, C(C[, Other, 0.006819, 0.014995
kids, 13, C[C(, Other, 0.005139, 0.012084
kids, 13, OCOM, Other, 0.007277, 0.018364
kids, 13, )O]O, Other, 0.005556, 0.014271
kids, 13, ][(), Other, 0.004139, 0.011368
kids, 13, CC[(, Other, 0.005475, 0.014251
kids, 13, ])[(, Other, 0.004200, 0.010565
kids, 13, OCCO, Other, 0.004063, 0.011577
kids, 13, )]([, Other, 0.004871, 0.011804
kids, 13, [C(M, Other, 0.012062, 0.026636
kids, 13, ])OO, Other, 0.003093, 0.009446
kids, 13, ()][, Other, 0.007907, 0.016193
kids, 13, [)(], Other, 0.005485, 0.014475
kids, 13, )[](, Other, 0.004218, 0.010482
kids, 13, OO]), Crossing, 0.011632, 0.019906
kids, 13, ]([), Other, 0.005174, 0.013098
kids, 13, )OO], Other, 0.005729, 0.013948
kids, 13, C([M, Other, 0.004051, 0.010704
kids, 13, OMCO, Other, 0.004860, 0.010974
kids, 13, OOCM, Crossing, 0.010067, 0.018912
kids, 13, ([]), Recursive, 0.031771, 0.034483
kids, 13, ]O)O, Other, 0.004526, 0.011639
kids, 13, ])([, Other, 0.004901, 0.012040
kids, 13, COOC, Other, 0.004820, 0.012197
kids, 13, O]O), Other, 0.010257, 0.026146
kids, 13, )(][, Other, 0.005547, 0.013556
kids, 13, OO)], Crossing, 0.011952, 0.022074
kids, 13, COCO, Other, 0.005402, 0.013272
kids, 13, [](), Tail, 0.574770, 0.096610
kids, 13, CCOO, Other, 0.004215, 0.010757
kids, 13, [(CM, Crossing, 0.011237, 0.020199
kids, 13, CC([, Other, 0.005904, 0.014327
kids, 13, )([], Other, 0.006619, 0.014433
kids, 13, )[(], Other, 0.004525, 0.011245
kids, 13, [])(, Other, 0.004686, 0.012329
kids, 13, OMOM, Tail, 0.010621, 0.025863
kids, 13, OOMM, Recursive, 0.024079, 0.031719
kids, 13, (CC[, Other, 0.004879, 0.011350
kids, 13, ][)(, Other, 0.005675, 0.013936
kids, 13, (])[, Other, 0.005355, 0.013780
kids, 13, [CC(, Other, 0.003939, 0.011309
kids, 13, [(]), Other, 0.007580, 0.016113
kids, 13, O)O], Other, 0.006031, 0.013468
kids, 13, O)]O, Other, 0.004345, 0.011056
kids, 13, C[(M, Other, 0.004687, 0.012103
kids, 13, (C[M, Other, 0.004431, 0.012147
kids, 13, )][(, Other, 0.004164, 0.010889
kids, 13, ([)], Other, 0.007131, 0.016131
kids, 13, [()], Recursive, 0.051420, 0.044708
kids, 13, O])O, Other, 0.003945, 0.010238
kids, 13, ()[], Tail, 0.005262, 0.013173
kids, 13, ]()[, Other, 0.005712, 0.013694
kids, 13, (][), Other, 0.004737, 0.011395
kids, 13, [)](, Other, 0.005206, 0.012901
kids, 13, ([CM, Crossing, 0.011685, 0.020739
kids, 13, ]OO), Other, 0.004383, 0.011874
kids, 13, )]OO, Other, 0.003419, 0.009780
kids, 13, C(C[, Other, 0.005181, 0.011706
kids, 14, C[C(, Other, 0.005925, 0.014626
kids, 14, OCOM, Other, 0.018532, 0.039684
kids, 14, )O]O, Other, 0.005521, 0.013468
kids, 14, ][(), Other, 0.003925, 0.012714
kids, 14, CC[(, Other, 0.004824, 0.012773
kids, 14, ])[(, Other, 0.005897, 0.015651
kids, 14, OCCO, Other, 0.030345, 0.059158
kids, 14, )]([, Other, 0.006106, 0.014888
kids, 14, [C(M, Other, 0.009429, 0.022570
kids, 14, ])OO, Other, 0.010891, 0.021705
kids, 14, ()][, Other, 0.014334, 0.026236
kids, 14, [)(], Other, 0.015307, 0.027745
kids, 14, )[](, Other, 0.005136, 0.013325
kids, 14, OO]), Crossing, 0.036302, 0.046670
kids, 14, ]([), Other, 0.014100, 0.026022
kids, 14, )OO], Other, 0.004225, 0.012629
kids, 14, C([M, Other, 0.010156, 0.021617
kids, 14, OMCO, Other, 0.009759, 0.021498
kids, 14, OOCM, Crossing, 0.026949, 0.046100
kids, 14, ([]), Recursive, 0.043373, 0.043096
kids, 14, ]O)O, Other, 0.015926, 0.031336
kids, 14, ])([, Other, 0.014942, 0.026569
kids, 14, COOC, Other, 0.005813, 0.015570
kids, 14, O]O), Other, 0.022895, 0.043880
kids, 14, )(][, Other, 0.005694, 0.014005
kids, 14, OO)], Crossing, 0.020880, 0.033069
kids, 14, COCO, Other, 0.010188, 0.022963
kids, 14, [](), Tail, 0.006938, 0.015023
kids, 14, CCOO, Other, 0.006048, 0.015438
kids, 14, [(CM, Crossing, 0.029700, 0.047905
kids, 14, CC([, Other, 0.009523, 0.020791
kids, 14, )([], Other, 0.005104, 0.013603
kids, 14, )[(], Other, 0.005160, 0.013965
kids, 14, [])(, Other, 0.004915, 0.013719
kids, 14, OMOM, Tail, 0.006077, 0.015363
kids, 14, OOMM, Recursive, 0.037631, 0.045220
kids, 14, (CC[, Other, 0.037576, 0.057197
kids, 14, ][)(, Other, 0.004974, 0.013134
kids, 14, (])[, Other, 0.056039, 0.061304
kids, 14, [CC(, Other, 0.017637, 0.036710
kids, 14, [(]), Other, 0.026724, 0.042619
kids, 14, O)O], Other, 0.011745, 0.024373
kids, 14, O)]O, Other, 0.030915, 0.054357
kids, 14, C[(M, Other, 0.006130, 0.015051
kids, 14, (C[M, Other, 0.022368, 0.042775
kids, 14, )][(, Other, 0.005833, 0.014197
kids, 14, ([)], Other, 0.017452, 0.029844
kids, 14, [()], Recursive, 0.055047, 0.049453
kids, 14, O])O, Other, 0.013585, 0.032955
kids, 14, ()[], Tail, 0.005433, 0.013178
kids, 14, ]()[, Other, 0.031494, 0.042799
kids, 14, (][), Other, 0.053677, 0.060439
kids, 14, [)](, Other, 0.057315, 0.061818
kids, 14, ([CM, Crossing, 0.023809, 0.039161
kids, 14, ]OO), Other, 0.009617, 0.021075
kids, 14, )]OO, Other, 0.003903, 0.010981
kids, 14, C(C[, Other, 0.020256, 0.037775
kids, 15, C[C(, Other, 0.007019, 0.017154
kids, 15, OCOM, Other, 0.010484, 0.024687
kids, 15, )O]O, Other, 0.021157, 0.037764
kids, 15, ][(), Other, 0.004222, 0.011812
kids, 15, CC[(, Other, 0.009792, 0.021466
kids, 15, ])[(, Other, 0.004666, 0.014195
kids, 15, OCCO, Other, 0.006172, 0.015722
kids, 15, )]([, Other, 0.005286, 0.014188
kids, 15, [C(M, Other, 0.007386, 0.017482
kids, 15, ])OO, Other, 0.004854, 0.012831
kids, 15, ()][, Other, 0.181985, 0.092527
kids, 15, [)(], Other, 0.006237, 0.014024
kids, 15, )[](, Other, 0.013626, 0.027471
kids, 15, OO]), Crossing, 0.020816, 0.032214
kids, 15, ]([), Other, 0.005957, 0.013946
kids, 15, )OO], Other, 0.015497, 0.033706
kids, 15, C([M, Other, 0.017795, 0.037181
kids, 15, OMCO, Other, 0.017423, 0.038073
kids, 15, OOCM, Crossing, 0.013807, 0.025696
kids, 15, ([]), Recursive, 0.076082, 0.062083
kids, 15, ]O)O, Other, 0.006117, 0.014612
kids, 15, ])([, Other, 0.006985, 0.015951
kids, 15, COOC, Other, 0.007648, 0.020118
kids, 15, O]O), Other, 0.007064, 0.015611
kids, 15, )(][, Other, 0.014503, 0.027022
kids, 15, OO)], Crossing, 0.011148, 0.020758
kids, 15, COCO, Other, 0.011154, 0.026056
kids, 15, [](), Tail, 0.006330, 0.013981
kids, 15, CCOO, Other, 0.008364, 0.019217
kids, 15, [(CM, Crossing, 0.010466, 0.020972
kids, 15, CC([, Other, 0.005920, 0.015731
kids, 15, )([], Other, 0.074082, 0.062586
kids, 15, )[(], Other, 0.005858, 0.015383
kids, 15, [])(, Other, 0.005517, 0.013032
kids, 15, OMOM, Tail, 0.017506, 0.036228
kids, 15, OOMM, Recursive, 0.035151, 0.042206
kids, 15, (CC[, Other, 0.012712, 0.030264
kids, 15, ][)(, Other, 0.005255, 0.013500
kids, 15, (])[, Other, 0.008552, 0.019161
kids, 15, [CC(, Other, 0.005716, 0.013979
kids, 15, [(]), Other, 0.006892, 0.016848
kids, 15, O)O], Other, 0.021426, 0.041592
kids, 15, O)]O, Other, 0.015535, 0.039579
kids, 15, C[(M, Other, 0.004331, 0.012174
kids, 15, (C[M, Other, 0.016558, 0.034180
kids, 15, )][(, Other, 0.015407, 0.030322
kids, 15, ([)], Other, 0.010644, 0.020962
kids, 15, [()], Recursive, 0.035345, 0.038284
kids, 15, O])O, Other, 0.005885, 0.014411
kids, 15, ()[], Tail, 0.092518, 0.073203
kids, 15, ]()[, Other, 0.007496, 0.016435
kids, 15, (][), Other, 0.004855, 0.013256
kids, 15, [)](, Other, 0.005246, 0.013026
kids, 15, ([CM, Crossing, 0.019346, 0.032600
kids, 15, ]OO), Other, 0.005569, 0.013374
kids, 15, )]OO, Other, 0.006248, 0.015863
kids, 15, C(C[, Other, 0.010390, 0.021214
kids, 16, C[C(, Other, 0.005030, 0.012167
kids, 16, OCOM, Other, 0.009919, 0.024573
kids, 16, )O]O, Other, 0.009981, 0.021662
kids, 16, ][(), Other, 0.004312, 0.011510
kids, 16, CC[(, Other, 0.005186, 0.013030
kids, 16, ])[(, Other, 0.005368, 0.013150
kids, 16, OCCO, Other, 0.009143, 0.023422
kids, 16, )]([, Other, 0.005629, 0.013139
kids, 16, [C(M, Other, 0.004166, 0.012502
kids, 16, ])OO, Other, 0.010947, 0.023513
kids, 16, ()][, Other, 0.031651, 0.041874
